pr_number;created_at;merged_at;time_to_merge_hours;changed_files;lines_changed;total_comments;total_reviews;pr_title;pr_body;has_changes_requested;main_module;cross_modules;labels_list;inferred_task_type;commit_messages
136371;2026-01-21T03:17:37Z;2026-01-21T12:57:30Z;9,66;4;10;6;0;Fix NPB test image cross-build for arm64;Fix by adding chmod -R a+rX after tar extraction to ensure all files are readable and executables/directories are accessible.trying to fix:https://storage.googleapis.com/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-node-perf-npb-ep-test-images/2013777305603674112/build-log.txthttps://storage.googleapis.com/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-node-perf-npb-is-test-images/2013777327481163776/build-log.txtWhat type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/S, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;bugfix;Fix NPB test image cross-build for arm64  Fix by adding chmod -R a+rX after tar extraction to ensure all files are readable and executables/directories are accessible.  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136370;2026-01-21T02:55:35Z;2026-01-21T11:01:27Z;8,10;1;8;7;2;Fix sample-apiserver image build failure;The kube-cross image has GOPATH=/usr/local/go and GOROOT=/usr/local/go (same directory). When go install . runs, the binary is placed in /usr/local/go/bin/, but the Makefile was searching for it in /go/bin/ which is empty.Fix by using go build -o to place the binary directly at the target location instead of relying on go install + find.Trying to fix failure in:https://storage.googleapis.com/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-sample-apiserver-test-images/2013777049507860480/build-log.txtWhat type of PR is this?/kind bugWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;kind/bug, area/test, lgtm, size/XS, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;bugfix;Fix sample-apiserver image build failure  The kube-cross image has GOPATH=/usr/local/go and GOROOT=/usr/local/go (same directory). When `go install .` runs, the binary is placed in /usr/local/go/bin/, but the Makefile was searching for it in /go/bin/ which is empty.  Fix by using `go build -o` to place the binary directly at the target location instead of relying on go install + find.  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
134453;2025-10-07T11:21:42Z;2025-10-30T14:48:07Z;555,44;8;454;18;24;Fix node conformance tests with fake registry;What type of PR is this?/kind bug/kind regressionWhat this PR does / why we need it:This PR brings back node conformance tests that were removed in #133262Which issue(s) this PR is related to:Fixes #130271Special notes for your reviewer:The test run:run the agnhost fake registry in a deployment1a. the registry pods use HostIP as localhost registries are trusted by containerd for insecure commslabel the nodes the registries run on (=> needs Serialized for these tests because of cluster-global side effects)run a Pod with node selector on these nodes, the Pod has a container that requests localhost:5000/pause imageclean the labels from the nodesDoes this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;kind/bug, area/test, priority/important-soon, lgtm, sig/node, size/L, release-note-none, approved, cncf-cla: yes, sig/testing;bugfix;"Revert ""remove failing test that depends on expired credential, remove credential, add TODOs""  This reverts commit 8ace0fb89fbe5ae2e95b937f33c1a6d5f9b52d29. | Use fake registry in Node's container runtime image pulling tests  Signed-off-by: Stanislav Láznička <slznika@microsoft.com> | fix Node Conformance Container Runtime test with fake registry  Signed-off-by: Stanislav Láznička <slznika@microsoft.com> | e2e fake registry: add function docs  Signed-off-by: Stanislav Láznička <slznika@microsoft.com> | test/utils: remove GcAuthenticatedRegistry from RegistryList  Signed-off-by: Stanislav Láznička <slznika@microsoft.com> | e2e registry: have SetupRegistry() return registry address | node conformance e2e: don't recreate test container on an error  Signed-off-by: Stanislav Láznička <slznika@microsoft.com> | node conformance e2e: move registry cleanup to ginkgo.DeferCleanup  Signed-off-by: Stanislav Láznička <slznika@microsoft.com>"
136241;2026-01-15T08:08:44Z;2026-01-20T22:33:25Z;134,41;5;343;14;2;Fix for preferred dualstack and required dualstack in winkernel proxier.;What type of PR is this?/kind bugWhat this PR does / why we need it:This PR fixes dual-stack service handling in the Windows (winkernel) kube-proxy implementation by correctly separating IPv4 and IPv6 load balancer state.Specifically, it updates the Windows proxier to:Correctly identify whether a Service VIP and its endpoints are IPv4 or IPv6Include an explicit isIPv6 dimension in the load balancer identifier, ensuring IPv4 and IPv6 load balancers are tracked independentlyPrevent incorrect reuse or collision of HNS load balancer policies between IPv4 and IPv6 servicesProperly support both PreferDualStack and RequireDualStack Service types during sync and reconciliation. The primary change in this PR is that, while the BaseServicePortInfo object already maintains IP-family–filtered lists of externalIPs and loadBalancerVIPs derived from service.Spec.ExternalIPs and service.Status.LoadBalancer.Ingress, the WinKernel service info previously re-extracted these values directly from the Service object without applying IP-family filtering. This led to incorrect behavior for dual-stack services. The updated implementation eliminates this duplication by sourcing the required information directly from BaseServicePortInfo instead of reprocessing the Service spec and status.Without this change, the Windows kube-proxy may incorrectly mix IPv4 and IPv6 backends, fail to create required IPv6 load balancers, or reuse an existing IPv4 load balancer for IPv6 traffic. This results in broken or incomplete dual-stack behavior on Windows nodes.By explicitly separating load balancer state per IP family, this PR enables correct, predictable dual-stack service programming on Windows, bringing winkernel behavior closer to Linux kube-proxy and unblocking dual-stack AKS / Windows scenarios.Which issue(s) this PR is related to:Fixes #136240KEP: https://github.com/kubernetes/enhancements/tree/master/keps/sig-network/563-dual-stackSpecial notes for your reviewer:Does this PR introduce a user-facing change?Fixed an issue in the Windows kube-proxy (winkernel) where IPv4 and IPv6 Service load balancers could be incorrectly shared, causing broken dual-stack Service behavior. The kube-proxy now tracks load balancers per IP family, enabling correct support for PreferDualStack and RequireDualStack Services on Windows nodes.Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;pkg;pkg;kind/bug, sig/network, area/kube-proxy, lgtm, release-note, size/L, approved, sig/windows, cncf-cla: yes, ok-to-test;bugfix;Fix for preferred dualstack and required dualstack in winkernel proxier.
136358;2026-01-20T21:03:13Z;2026-01-21T07:27:27Z;10,40;10;124;6;0;test/images: add glibc-dns-testing image (replaces jessie-dnsutils);"The jessie-dnsutils image build has been failing since Debian Jessie reached end-of-life (EOL) and its repositories were moved to archive.debian.org:W: Failed to fetch http://deb.debian.org/debian/dists/jessie/Release404  Not Found [IP: 151.101.86.132 80]E: Some index files failed to download.This adds a new glibc-dns-testing image to replace jessie-dnsutils. The new name better reflects the image's purpose: testing glibc DNS resolution behavior (vs. musl in Alpine-based agnhost).The name glibc-dns-testing was recommended by maintainers to reflect that the image's purpose is testing glibc-based DNS resolution, which behaves differently from musl libc (used by Alpine/agnhost). Key differences include:glibc queries nameservers sequentially; musl queries in parallelglibc and musl handle ndots and search domains differentlyThe hostname command behaves differently between glibc and musl/kind cleanupxref: #136357What type of PR is this?What this PR does / why we need it:Which issue(s) this PR is related to:Attempt 1: PR #132273 (June 2025) - Jessie to BookwormAttempt 2: PR #133855 (September 2025) - Jessie to BookwormAttempt 3: PR #134341 (September 2025) - Multiple Image UpdatesAttempt 4: PR #134406 (October 2025) - Python Base UpdateAttempt 5: PR #127129 (August 2024) - Build Debian Stable ImageSpecial notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:";FALSE;test;test;area/test, kind/cleanup, lgtm, size/L, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;feature;"test/images: add glibc-dns-testing image (replaces jessie-dnsutils)  The jessie-dnsutils image build has been failing since Debian Jessie reached end-of-life (EOL) and its repositories were moved to archive.debian.org:    W: Failed to fetch http://deb.debian.org/debian/dists/jessie/Release      404  Not Found [IP: 151.101.86.132 80]   E: Some index files failed to download.  This adds a new glibc-dns-testing image to replace jessie-dnsutils. The new name better reflects the image's purpose: testing glibc DNS resolution behavior (vs. musl in Alpine-based agnhost).  The name glibc-dns-testing was recommended by maintainers to reflect that the image's purpose is testing glibc-based DNS resolution, which behaves differently from musl libc (used by Alpine/agnhost). Key differences include: - glibc queries nameservers sequentially; musl queries in parallel - glibc and musl handle ndots and search domains differently - The hostname command behaves differently between glibc and musl  Signed-off-by: Davanum Srinivas <davanum@gmail.com>"
136363;2026-01-20T23:15:31Z;2026-01-21T04:03:39Z;4,80;1;1;9;0;add kind-dependency label to PULL_REQUEST_TEMPLATE.md;We recently added kind-dependency label in kubernetes/test-infra#36237We should advertise it here in the template as well.What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;.github;.github;kind/cleanup, lgtm, size/XS, sig/contributor-experience, release-note-none, approved, cncf-cla: yes, needs-priority, needs-triage;feature;add kind-dependency label to PULL_REQUEST_TEMPLATE.md  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
134870;2025-10-24T20:56:19Z;2025-11-10T01:26:53Z;388,51;27;1740;28;52;Add client-go credential plugin allowlist to kuberc;What type of PR is this?/kind featureWhat this PR does / why we need it:It permits the user to specify a client-go credential plugin allowlist as a security knob. The user may specify it in kuberc. See design details in KEP-3104Which issue(s) this PR is related to:KEP: kubernetes/enhancements#3104Special notes for your reviewer:Does this PR introduce a user-facing change?yes.Changed kuberc configuration schema. Two new optional fields added to kuberc configuration, `credPluginPolicy` and `credPluginAllowlist`. This is documented in [KEP-3104](https://github.com/kubernetes/enhancements/blob/master/keps/sig-cli/3104-introduce-kuberc/README.md#allowlist-design-details) and documentation is added to the website by [kubernetes/website#52877](https://github.com/kubernetes/website/pull/52877)Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:- [KEP]: https://github.com/kubernetes/enhancements/issues/3104- [Usage]: https://github.com/kubernetes/enhancements/blob/master/keps/sig-cli/3104-introduce-kuberc/README.md#allowlist-design-details- [Other doc]: https://github.com/kubernetes/website/pull/52877;FALSE;pkg;pkg, staging, test;area/test, area/kubectl, lgtm, sig/api-machinery, release-note, size/XXL, kind/api-change, sig/auth, approved, sig/cli;feature;Add client-go credential plugin to kuberc  Remove reference to internal types in kuberc types  * Remove unserialized types from public APIs  Also remove defaulting  * Don't do conversion gen for plugin policy types  Because the plugin policy types are explicitly allowed to be empty, they should not affect conversion. The autogenerated conversion functions for the `Preference` type will leave those fields empty.  * Remove defaulting tests  Comments and simplifications (h/t jordan liggitt)  Signed-off-by: Peter Engelbert <pmengelbert@gmail.com>
136353;2026-01-20T19:20:44Z;2026-01-20T21:17:43Z;1,95;2;4;5;0;test/images: Fix sample-apiserver build to use existing tag;Update to use v0.33.7 which is the latest available tag in the 0.33.x series.Build failure:https://storage.googleapis.com/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-sample-apiserver-test-images/2011957392350121984/build-log.txtfeels like an intermittent issue, but no way to re-run it. So bumping tags so i restart the ci jobs.What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/XS, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;bugfix;test/images: Fix sample-apiserver build to use existing tag  Update to use v0.33.7 which is the latest available tag in the 0.33.x series.  Build failure: https://storage.googleapis.com/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-sample-apiserver-test-images/2011957392350121984/build-log.txt  feels like an intermittent issue, but no way to re-run it. So bumping tags so i restart the ci jobs.  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136352;2026-01-20T19:03:51Z;2026-01-20T21:17:35Z;2,23;2;4;6;0;test/images: Fix zookeeper-installer netcat package for bookworm;In Debian bookworm, 'netcat' is a virtual package with no installation candidate. Replace it with 'netcat-openbsd' which provides the actual netcat implementation.Build failure: > [2/7] RUN clean-install wget bash netcat:0.382 Get:6 http://deb.debian.org/debian-security bookworm-security/main amd64 Packages [291 kB]3.174 Reading state information...3.180 Package netcat is a virtual package provided by:3.180   netcat-openbsd 1.219-13.180   netcat-traditional 1.10-473.1803.182 E: Package 'netcat' has no installation candidate------What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/XS, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;bugfix;test/images: Fix zookeeper-installer netcat package for bookworm  In Debian bookworm, 'netcat' is a virtual package with no installation candidate. Replace it with 'netcat-openbsd' which provides the actual netcat implementation.  Build failure: ```  > [2/7] RUN clean-install wget bash netcat: 0.382 Get:6 http://deb.debian.org/debian-security bookworm-security/main amd64 Packages [291 kB]  3.174 Reading state information... 3.180 Package netcat is a virtual package provided by: 3.180   netcat-openbsd 1.219-1 3.180   netcat-traditional 1.10-47 3.180 3.182 E: Package 'netcat' has no installation candidate ------ ```  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136351;2026-01-20T18:57:26Z;2026-01-20T21:17:27Z;2,33;5;28;7;0;test/images: Update npb-ep and npb-is base images to bookworm-slim;Debian stretch and buster have reached end of life and their package repositories are no longer available. Update the NAS Parallel Benchmarks images to use Debian bookworm-slim:npb-is: stretch-slim -> bookworm-slim (version 1.2 -> 1.3)npb-ep: buster-slim -> bookworm-slim (version 1.3 -> 1.4)For npb-ep, also remove the hardcoded buster apt sources and version-pinned packages that are no longer needed with bookworm.Fixes: #136350What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/S, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;test;test/images: Update npb-ep and npb-is base images to bookworm-slim  Debian stretch and buster have reached end of life and their package repositories are no longer available. Update the NAS Parallel Benchmarks images to use Debian bookworm-slim:  - npb-is: stretch-slim -> bookworm-slim (version 1.2 -> 1.3) - npb-ep: buster-slim -> bookworm-slim (version 1.3 -> 1.4)  For npb-ep, also remove the hardcoded buster apt sources and version-pinned packages that are no longer needed with bookworm.  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136349;2026-01-20T18:34:37Z;2026-01-20T20:23:27Z;1,81;2;17;7;0;test/images: fix tf-wide-deep build by using models v1.9.0;The wide_deep directory was removed from tensorflow/models after v1.9.0. Commit f8ca585 updated models from v1.9.0 to v2.15.0, breaking the build because /models-2.15.0/official/wide_deep/data_download.py no longer exists.Revert to models v1.9.0 which contains the wide_deep implementation. The v1.9.0 code uses tf.estimator APIs which are still available in TensorFlow 2.x.See broken run logs at:https://prow.k8s.io/view/gs/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-node-perf-tf-wide-deep-test-images/2011957382287986688Fixes: #136347What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/S, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;bugfix;test/images: fix tf-wide-deep build by using models v1.9.0  The wide_deep directory was removed from tensorflow/models after v1.9.0. Commit f8ca585b666 updated models from v1.9.0 to v2.15.0, breaking the build because /models-2.15.0/official/wide_deep/data_download.py no longer exists.  Revert to models v1.9.0 which contains the wide_deep implementation. The v1.9.0 code uses tf.estimator APIs which are still available in TensorFlow 2.x.  Fixes: https://prow.k8s.io/view/gs/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-node-perf-tf-wide-deep-test-images/2011957382287986688  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136014;2026-01-04T07:03:29Z;2026-01-18T13:03:10Z;341,99;2;201;21;69;kubeadm: waiting for etcd learner member to be started before promoting during 'kubeadm join';What type of PR is this?/kind bugWhat this PR does / why we need it:kubeadm: verify the etcd pod is running before promoting learnerWhich issue(s) this PR is related to:Fixes #kubernetes/kubeadm#3269Special notes for your reviewer:Does this PR introduce a user-facing change?kubeadm: waiting for etcd learner member to be started before promoting during 'kubeadm join'Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;cmd;cmd;kind/bug, lgtm, sig/cluster-lifecycle, release-note, size/L, approved, area/kubeadm, cncf-cla: yes, needs-priority, needs-triage;ci;kubeadm: waiting for etcd learner member to be started before promoting during 'kubeadm join'
136227;2026-01-14T14:24:18Z;2026-01-20T17:11:27Z;146,79;111;5177;15;1;Update gRPC ecosystem dependencies;Update the gRPC ecosystem to pick up performance improvements, bug fixes, and maintain compatibility with the latest protobuf and OpenTelemetry releases.Notable changes in grpc v1.78.0:mem.Reader interface changed to structLegacy pick_first load balancer policy removed (pickfirstleaf)Improved connection state managementUpdated dependencies:grpc-gateway/v2: v2.27.4 (2025-12-26)go-grpc-middleware/v2: v2.3.3 (2025-11-04)go-grpc-middleware/providers/prometheus: v1.1.0 (2025-06-16)google.golang.org/grpc: v1.78.0 (2025-12-23)genproto/googleapis/api: v0.0.0-20260112192933-99fd39fd28a9 (2026-01-12)genproto/googleapis/rpc: v0.0.0-20260112192933-99fd39fd28a9 (2026-01-12)What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;root;hack, root, staging, vendor;sig/network, area/kubelet, kind/cleanup, sig/scheduling, area/kube-proxy, area/apiserver, area/kubectl, lgtm, area/cloudprovider, sig/node;ci;Update gRPC ecosystem dependencies  Update the gRPC ecosystem to pick up performance improvements, bug fixes, and maintain compatibility with the latest protobuf and OpenTelemetry releases.  Notable changes in grpc v1.78.0: - mem.Reader interface changed to struct - Legacy pick_first load balancer policy removed (pickfirstleaf) - Improved connection state management  Updated dependencies: - grpc-gateway/v2: v2.27.4 (2025-12-26) - go-grpc-middleware/v2: v2.3.3 (2025-11-04) - go-grpc-middleware/providers/prometheus: v1.1.0 (2025-06-16) - google.golang.org/grpc: v1.78.0 (2025-12-23) - genproto/googleapis/api: v0.0.0-20260112192933-99fd39fd28a9 (2026-01-12) - genproto/googleapis/rpc: v0.0.0-20260112192933-99fd39fd28a9 (2026-01-12)  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
132145;2025-06-06T11:58:28Z;2026-01-07T12:01:39Z;5160,05;1;2;12;0;fix(client): Concatenate string instead of using `fmt.Sprintf`;"What type of PR is this?/kind featureWhat this PR does / why we need it:In the bearerAuthRoundTripper used in the client, every call to RoundTrip will add the Authorization: Bearer %s header to each request. The value of this header was built using fmt.Sprintf, doing virtually the same as concatenating strings; using fmt.Sprintf for this simple operation incurs in minor overhead from having to call a function, and performs an additional allocation.I've made a small benchmark for this and when run against current master and this branch, the results are significant for this function:goos: darwingoarch: arm64pkg: k8s.io/client-go/transportcpu: Apple M1 Pro                          │ bart.base.log │           bart.concat.log            │                          │    sec/op     │    sec/op     vs base                │BearerAuthRoundTripper-10    361.3n ± 31%   295.5n ± 11%  -18.21% (p=0.000 n=20)                          │ bart.base.log │          bart.concat.log          │                          │     B/op      │    B/op     vs base               │BearerAuthRoundTripper-10      768.0 ± 0%   752.0 ± 0%  -2.08% (p=0.000 n=20)                          │ bart.base.log │          bart.concat.log           │                          │   allocs/op   │ allocs/op   vs base                │BearerAuthRoundTripper-10      6.000 ± 0%   5.000 ± 0%  -16.67% (p=0.000 n=20)Considering this method is likely used in many installations, the gains, while small, adds up to bigger savings.Which issue(s) this PR fixes:Special notes for your reviewer:Note that I mention a benchmark, this wasn't include in my changes because I couldn't find a similar one in the codebase, but I can add it in this PR. The benchmark is very simple:func BenchmarkBearerAuthRoundTripper(b *testing.B) {	rt := &testRoundTripper{}	req := &http.Request{}	bart := NewBearerAuthRoundTripper(""test"", rt)	b.ReportAllocs()	for b.Loop() {		bart.RoundTrip(req)	}}Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:";FALSE;staging;staging;lgtm, sig/api-machinery, size/XS, kind/feature, release-note-none, approved, cncf-cla: yes, ok-to-test, needs-priority, triage/accepted;bugfix;Concatenate string instead of using fmt.Sprintf  The call to `fmt.Sprintf` does virtually the same as concatenating the strings, but incurs in minor overhead from having to call a function, and performs an additional allocation.  I've made a small benchmark for this and when run against current `master` and this branch, the results are significant for this function:      goos: darwin     goarch: arm64     pkg: k8s.io/client-go/transport     cpu: Apple M1 Pro                               │ bart.base.log │           bart.concat.log            │                               │    sec/op     │    sec/op     vs base                │     BearerAuthRoundTripper-10    361.3n ± 31%   295.5n ± 11%  -18.21% (p=0.000 n=20)                                │ bart.base.log │          bart.concat.log          │                               │     B/op      │    B/op     vs base               │     BearerAuthRoundTripper-10      768.0 ± 0%   752.0 ± 0%  -2.08% (p=0.000 n=20)                                │ bart.base.log │          bart.concat.log           │                               │   allocs/op   │ allocs/op   vs base                │     BearerAuthRoundTripper-10      6.000 ± 0%   5.000 ± 0%  -16.67% (p=0.000 n=20)  Considering this method is likely used in many installations, the gains, while small, adds up to bigger savings
135919;2025-12-23T21:32:12Z;2026-01-20T10:38:50Z;661,11;3;223;41;25;kubelet(dra): fix handling of multiple ResourceClaims when one is already prepared;What type of PR is this?/kind bugWhat this PR does / why we need it:This PR fixes an issue in the kubelet DRA (Dynamic Resource Allocation) manager where preparing multiple ResourceClaims fails if one of the claims is already prepared.Previously, if a claim was already prepared, the loop would exit early, causing subsequent claims not to be prepared.Now, the kubelet continues preparing remaining claims even if some claims are already prepared.Which issue(s) this PR is related to:Fixes #135901Special notes for your reviewer:NoneDoes this PR introduce a user-facing change?kubelet(dra): correctly handles multiple ResourceClaims even if one is already preparedAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;pkg;pkg, test;kind/bug, area/test, priority/important-soon, area/kubelet, lgtm, sig/node, release-note, size/L, approved, cncf-cla: yes;bugfix;kubelet(dra): fix multiple claims handling | test(e2e/dra): add test for pod requesting allocated and new claims | test(ut/dra): add unit test for pod requesting prepared and new claims
136204;2026-01-13T15:17:15Z;2026-01-19T22:12:50Z;150,93;12;622;16;3;Remove cache expiration mechanism;What type of PR is this?/kind cleanupWhat this PR does / why we need it:Assumed pods in the scheduler cache have a built-in expiration mechanism that sets a deadline for an assumed pod once binding is finished. This deadline is only set when TTL is configured, but currently it is hardcoded to zero so assumed pods never expire in cleanupAssumedPods.Since there is no way to enable it with configuration, this code is effectively not in use and being removed in this PR.Which issue(s) this PR is related to:Fixed #106361Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;pkg;pkg;kind/cleanup, sig/scheduling, lgtm, size/XL, release-note-none, approved, cncf-cla: yes, ok-to-test, needs-priority, needs-triage;other;scheduler: Remove assumed pods ttl from cache | scheduler: Remove ttl parameter from cache.New signature | scheduler: Remove FinishBinding from cache | scheduler: Updated docs and comments | scheduler: Updated cache state machine diagram | scheduler: Changed upadteMetrics lock to RLock
136010;2026-01-03T00:54:39Z;2026-01-19T19:15:49Z;402,35;1;49;14;4;fix kubectl interactive mode losing some line of logs;What type of PR is this?/kind bugWhat this PR does / why we need it:This change fetches and displays container logs before initiating the attach streamto capture all container output written before the attach connection is established.Which issue(s) this PR is related to:Fixes #27264Special notes for your reviewer:Does this PR introduce a user-facing change?Fixed issue where `kubectl run -i/-it` would miss container output written before the attach connection was established.Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;TRUE;staging;staging;kind/bug, area/kubectl, lgtm, release-note, size/M, approved, sig/cli, cncf-cla: yes, priority/important-longterm, ok-to-test;bugfix;fix kubectl in interactive mode losing some line of logs  Signed-off-by: olalekan odukoya <odukoyaonline@gmail.com>
136297;2026-01-17T23:45:14Z;2026-01-19T17:01:56Z;41,28;22;123;14;0;Update agnhost to 2.61 and etcd to 3.6.7-0 in test manifests;Update outdated image versions across test manifests and add tracking to build/dependencies.yaml for version drift detection via zeitgeist:agnhost: 2.32/2.53/2.54/2.57 → 2.61 (21 files)etcd: 3.2.24 → 3.6.7-0 (1 file)kitten/nautilus BASEIMAGE: agnhost 2.57 → 2.61Added new agnhost entry to dependencies.yaml with 22 reference paths and added etcd statefulset reference to existing etcd entry.What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:/sig testing;FALSE;build;build, hack, test;area/test, kind/cleanup, lgtm, sig/node, size/L, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority;test;Update agnhost to 2.61 and etcd to 3.6.7-0 in test manifests  Update outdated image versions across test manifests and add tracking to build/dependencies.yaml for version drift detection via zeitgeist:  - agnhost: 2.32/2.53/2.54/2.57 → 2.61 (latest) - etcd: 3.2.24 → 3.6.7-0 - kitten/nautilus BASEIMAGE: agnhost 2.57 → 2.61  and added etcd statefulset reference to existing etcd entry.  Co-Authored-By: Claude Opus 4.5 <noreply@anthropic.com> Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136273;2026-01-16T12:05:09Z;2026-01-19T17:01:49Z;76,94;1;2;6;0;kubeadm: bump the CreatJob check timeout to 1 minute;What type of PR is this?/kind featureWhat this PR does / why we need it:During upgrade on Windows nodes the pause image is bigger and there are various other factors that differ from Linux.Users can prepull images with kubeadm config images pull --kubernetes-version TARGET, but it seems reasonable to increase the rather short timeout of 15 seconds for this preflight check.Additionally users can always skip it with--ignore-preflight-errors=...Which issue(s) this PR is related to:fixes kubernetes/kubeadm#3282Special notes for your reviewer:Does this PR introduce a user-facing change?kubeadm: bumped the timeout of the `kubeadm upgrade` `CreateJob` preflight check to 1 minute. This allows Windows worker nodes to have more time to run the preflight check. It uses the `pause` image, so if you are experiencing slow pull times, you can either pre-pull the new pause on the work using `kubeadm config images pull --kubernetes-version TARGET` or skip the preflight check with `--ignore-preflight-errors`.Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;cmd;cmd;priority/backlog, lgtm, sig/cluster-lifecycle, release-note, size/XS, kind/feature, approved, area/kubeadm, cncf-cla: yes, triage/accepted;other;kubeadm: bump the CreatJob check timeout to 1 minute  During upgrade on Windows nodes the pause image is bigger and there are various other factors that differ from Linux.  Users can prepull images with `kubeadm config images pull --kubernetes-version TARGET`, but it seems reasonable to increase the rather short timeout of 15 seconds for this preflight check.  Additionally users can always skip it with --ignore-preflight-errors=...
